Idotea resecata,Phyllaplysia taylori,Caprella spp.,Aoroides columbiae,Photis brevipes,Eogammarus confervicolus,Pontogeneia rostrata,Amph E (dorsal teeth),Monocorophium achersicum,Lottia pelta,Leptochelia dubia,Lyonsia californica,Platynereis bicanaliculata,Dinophilus sp.,Nephtys sp.,Anaitides sp.,Nereis sp.,Poly I,Balanus spp.,Pycnogonum sp.,Pugettia richii,Mytilus trossulus,Nematode,Nebalia sp.,Pagarus quaylei,Lacuna spp.,Janua pagastecheri,Olivella sp.,Cirolana harfordi,Halacarid mite,Nemertea,Amphithoe spp.,Amphipholis pugetana,Pandalidae,Pisaster ochraceus,Strongylocentrotus sp.,Solaster sp.,Cypricercus?,Haminoea sp.,Bittium spp.,Nematode 2,Copepod,Telmessus cheiragonus,Helicinus margarite,Cockle,Alia carinata,
17,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,80,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
16,0,0,2,0,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,57,44,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,135
5,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
3,0,10,3,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,81,24,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,143
9,0,0,4,1,0,1,0,0,0,43,2,0,0,0,0,0,0,0,0,0,87,89,0,0,0,0,0,0,42,0,0,0,0,0,0,0,11,0,0,3,1,0,0,0,0,293
4,0,0,3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,132,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94
4,0,0,4,1,0,1,0,3,0,40,0,0,0,0,0,0,0,0,0,0,97,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,39
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,64,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83
6,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,90,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
1,0,1,1,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,1,0,189,33,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,248
1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
4,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,0,108,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
6,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,91,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
12,381,198,8,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608
6,479,323,18,8,1,0,0,8,0,0,0,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857
7,361,302,20,13,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725
5,245,140,2,4,0,0,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,414
1,336,171,5,12,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536
3,1002,176,27,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1216
3,635,445,50,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144
8,865,604,48,2,0,0,0,5,0,3,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1558
6,639,414,46,0,0,0,0,9,0,2,0,8,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1130
12,785,749,49,1,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1609
3,886,454,21,5,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379
11,539,820,56,1,0,0,0,7,0,1,1,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1455
16,867,610,56,0,0,0,0,6,0,1,0,8,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1572
5,649,817,33,2,0,0,0,4,2,0,0,8,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1526
4,408,593,62,2,0,0,0,10,1,3,0,17,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1110
9,975,1005,40,2,0,0,0,3,3,1,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2062
2,7,114,5,3,1,7,0,2,1,0,8,65,0,0,0,0,0,0,1,0,188,0,0,0,4,16,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428
7,4,86,7,11,2,5,0,5,0,0,1,43,0,0,0,0,0,0,1,1,339,0,0,0,4,56,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575
2,2,133,8,3,0,23,0,2,1,0,6,85,0,0,0,0,0,0,7,0,386,0,0,0,8,40,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710
7,0,16,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,48,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
4,0,146,7,3,0,6,0,0,1,0,0,43,0,0,0,0,0,0,0,1,185,0,0,0,9,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430
4,1,208,15,3,0,0,0,1,0,0,9,33,0,0,0,0,0,0,0,0,213,0,0,0,0,19,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,8,0,0,521
2,0,74,4,11,0,4,0,0,1,0,0,14,0,0,0,0,0,1,1,0,111,0,0,1,2,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
6,0,156,7,12,0,0,0,1,0,0,11,16,0,0,0,0,0,0,18,0,498,0,0,0,1,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,739
11,17,131,4,6,0,0,0,3,0,0,10,31,0,0,0,0,0,0,1,0,407,0,0,0,1,59,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,695
12,2,90,3,11,0,1,0,10,1,0,5,30,0,0,0,0,0,1,0,0,215,0,0,0,0,38,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,435
4,0,26,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,41,0,0,0,1,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,104
26,1,156,2,4,0,0,0,0,2,0,0,25,0,0,0,0,0,1,0,0,206,0,0,0,1,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448
2,1,76,11,2,0,0,0,0,0,0,6,37,0,0,0,0,0,0,3,0,253,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,426
5,13,152,9,6,0,0,0,4,0,0,12,64,0,0,0,0,0,0,5,0,762,0,0,0,0,129,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1172
15,9,181,14,14,1,0,0,1,0,1,34,68,0,0,0,0,0,2,0,0,1525,0,0,0,4,77,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,32,0,0,1986
4,21,70,3,6,0,0,1,2,0,0,8,28,0,0,0,0,0,0,3,1,350,0,0,0,1,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,538
6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
12,0,4,0,13,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,72,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
9,0,8,0,4,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2,0,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
12,0,6,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
4,0,9,0,2,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
5,0,3,2,4,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,95,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
7,0,1,0,9,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
12,0,0,0,13,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,91,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
11,0,2,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,16,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
17,0,5,0,2,0,0,0,3,0,0,0,5,0,0,1,0,0,0,0,0,47,196,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,295
11,0,10,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
4,0,3,2,5,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,147,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
2,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
10,0,0,4,10,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,92,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
3,268,346,11,6,0,0,0,0,0,1,0,108,0,0,1,0,2,1,0,0,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912
3,385,316,23,0,0,0,0,0,0,1,1,51,0,0,0,1,2,1,0,0,66,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,855
0,538,161,10,2,0,0,0,0,0,4,1,22,0,0,0,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,14,1,0,0,0,0,789
1,255,311,10,1,0,0,0,1,0,0,5,75,0,0,0,0,0,1,1,0,178,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,849
0,245,132,5,1,0,0,0,0,0,1,0,65,0,0,0,0,0,0,0,0,91,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555
0,317,104,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,472
0,229,122,15,3,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,57,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441
1,967,287,11,1,0,0,0,0,0,0,1,46,0,0,0,0,4,1,0,0,144,0,0,0,1,22,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1488
2,971,844,12,2,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,283,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2293
0,323,132,7,1,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,78,0,0,0,1,21,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,594
4,624,176,26,1,0,0,0,0,0,5,0,34,0,0,0,0,0,2,0,0,36,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,914
0,332,190,7,6,0,0,0,0,0,10,8,20,0,0,0,0,0,0,0,0,61,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,658
0,147,205,12,4,0,0,0,0,0,7,3,10,0,0,0,0,0,0,1,0,33,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,448
1,505,204,7,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,28,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,791
3,341,214,7,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,612
3,234,602,31,0,0,0,0,0,0,0,17,25,0,0,0,0,0,0,0,0,107,0,0,0,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1101
0,0,3,0,3,0,0,0,0,0,51,1,15,0,0,0,0,0,0,13,0,36,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,126
1,0,3,0,2,0,0,0,1,1,16,0,2,0,0,0,0,0,1,5,0,21,11,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67
4,0,11,4,3,0,4,0,43,2,121,7,30,0,1,0,1,0,2,10,0,129,1,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,383
4,0,1,0,11,0,0,0,1,0,18,0,1,0,0,0,0,0,0,0,0,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103
11,0,21,1,14,0,0,0,7,0,27,0,15,0,0,0,1,0,0,34,0,40,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,183
1,0,8,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3,0,0,1,6,0,0,0,2,0,3,0,5,0,0,0,0,0,0,11,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62
4,0,2,2,4,0,0,0,6,0,29,2,2,0,0,0,0,0,0,0,0,99,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,2,0,162
4,0,0,0,5,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
6,0,0,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,0,26,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,87
3,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
7,0,3,2,8,0,0,0,1,0,33,0,6,0,0,0,2,0,0,3,0,92,123,0,0,0,0,0,0,7,0,0,0,0,0,0,1,6,0,2,0,3,0,0,0,0,299
5,0,20,2,1,0,0,0,0,0,6,0,4,0,0,0,1,0,0,23,0,14,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,104
4,0,2,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,38,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
3,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,21,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
0,22,55,1,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,92,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
0,124,34,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
1,75,74,1,3,2,1,0,0,0,0,3,67,0,0,0,0,0,1,258,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539
0,70,73,1,4,0,1,0,0,0,0,1,84,0,0,0,0,0,0,122,0,127,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485
0,142,83,5,4,0,0,0,0,0,0,2,76,0,0,0,0,0,1,196,0,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,560
1,59,121,8,0,0,0,0,0,0,0,1,74,0,0,0,0,0,0,218,0,273,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,759
0,240,113,21,5,0,0,0,0,0,0,16,200,0,0,0,0,0,0,383,0,221,0,0,0,1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213
0,139,56,9,1,0,0,0,0,0,0,0,54,0,0,0,0,0,0,172,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456
0,58,58,3,0,0,0,0,0,0,0,1,59,0,0,0,0,0,0,175,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,389
0,262,231,10,9,1,1,0,0,0,0,2,151,0,0,0,0,0,1,245,0,318,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233
0,165,68,5,4,1,0,0,0,0,0,4,59,0,0,0,0,0,1,117,0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,509
0,20,66,0,0,1,0,1,0,0,0,0,13,0,0,0,0,0,0,79,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
0,11,56,3,7,1,0,0,0,0,0,1,62,0,0,0,0,0,0,67,0,95,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307
0,260,131,0,4,0,0,0,0,0,0,4,97,0,0,0,0,0,0,289,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1138
1,88,28,5,2,0,0,0,0,0,0,1,17,0,0,0,0,0,0,66,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
0,54,64,5,0,0,0,0,0,0,0,1,72,0,0,0,0,0,0,51,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,67,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1,0,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,54,2,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
1,0,0,0,0,0,1,4,0,0,8,0,1,0,0,0,0,0,0,0,0,9,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
4,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
0,0,1,1,1,0,1,8,2,0,67,0,1,0,0,0,0,0,0,0,0,23,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,127
7,0,0,0,0,0,0,1,0,0,18,0,1,0,0,0,0,0,0,1,0,30,28,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103
1,0,0,0,0,0,1,1,0,1,16,0,1,0,0,0,0,0,0,0,0,12,49,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
4,0,0,3,0,0,1,6,0,1,7,0,1,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
1,0,0,2,0,0,0,3,2,0,10,0,0,0,0,0,0,0,0,0,0,22,121,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,421
4,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,9,84,0,0,1,0,0,0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,24,26,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73
2,0,1,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,8,14,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,39
1,0,0,0,0,1,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,47,27,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
1,0,1,0,0,1,1,0,9,0,9,1,2,0,0,0,0,0,0,0,0,80,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114
